id1,affil1,affil_tokens,affil_tokens_labeled
7925,"Department of Electrical Engineering and Computer Sciences, University of California at Berkeley, CA 94720, Berkeley, USA",Department of Electrical Engineering and Computer Sciences; University of California at Berkeley; 94720; Berkeley; USA,Department of Electrical Engineering and Computer Sciences<ORG>; University of California at Berkeley<ORG>; 94720<CARDINAL>; Berkeley<GPE>; USA<GPE>
8505,"Department of Electrical Engineering, National Taiwan University, ROC",Department of Electrical Engineering; National Taiwan University; ROC,Department of Electrical Engineering<ORG>; National Taiwan University<ORG>; ROC<GPE>
8732,"Department of Electrical Engineering, National Taiwan University, Taipei, Taiwan, ROC",Department of Electrical Engineering; National Taiwan University; Taipei; Taiwan; ROC,Department of Electrical Engineering<ORG>; National Taiwan University<ORG>; Taipei<GPE>; Taiwan<GPE>; ROC<GPE>
7741,"Department of Electronic and Computer Engineering, National Technical University of Athens, Hellas, Greece; e-mail: timos@cs.ntua.gr",Department of Electronic and Computer Engineering; National Technical University of Athens; Hellas; Greece,Department of Electronic and Computer Engineering<ORG>; National Technical University of Athens<ORG>; Hellas<GPE>; Greece<GPE>
920,"Department of Electronic Engineering, National Taiwan University of Science and Technology, Taipei, Taiwan and Institute of Information Science, Academia Sinica, Taipei, Taiwan",Department of Electronic Engineering; National Taiwan University of Science and Technology; Taipei; Taiwan; Institute of Information Science; Academia Sinica,Department of Electronic Engineering<ORG>; National Taiwan University of Science and Technology<ORG>; Taipei<GPE>; Taiwan<GPE>; Institute of Information Science<ORG>; Academia Sinica<ORG>
8742,"Department of Informatics and Telecommunications, University of Athens, Athens, Greece",Department of Informatics and Telecommunications; University of Athens; Athens; Greece,Department of Informatics and Telecommunications<ORG>; University of Athens<ORG>; Athens<GPE>; Greece<GPE>
7807,"Department of Informatics, Aristotle University of Thessaloniki, Greece; e-mail: &lcub;alex,manolopo&rcub;&commat;delab.csd.auth.gr",Department of Informatics; Aristotle University of Thessaloniki; Greece,Department of Informatics<ORG>; Aristotle University of Thessaloniki<ORG>; Greece<GPE>
7742,"Department of Informatics, Athens University of Economics and Business, Hellas, Greece; e-mail: mvazirg@aueb.gr",Department of Informatics; Athens University of Economics and Business; Hellas; Greece,Department of Informatics<ORG>; Athens University of Economics and Business<ORG>; Hellas<GPE>; Greece<GPE>
8387,"Department of Information and Communication Technology, University of Trento, Italy",Department of Information and Communication Technology; University of Trento; Italy,Department of Information and Communication Technology<ORG>; University of Trento<ORG>; Italy<GPE>
9344,"Department of Information and Computer Engineering, Chung Yuan Christian University, Chung Li, Taiwan, ROC",Department of Information and Computer Engineering; Chung Yuan Christian University; Chung Li; Taiwan; ROC,Department of Information and Computer Engineering<ORG>; Chung Yuan Christian University<ORG>; Chung Li<GPE>; Taiwan<GPE>; ROC<GPE>
6779,"Department of Information and Computer Science, University of California, Irvine, California",Department of Information and Computer Science; University of California; Irvine; California,Department of Information and Computer Science<ORG>; University of California<ORG>; Irvine<GPE>; California<GPE>
7785,"Department of Information and Software Engineering, George Mason University, Fairfax, Virginia, USA; E-mail: xywang@gmu.edu",Department of Information and Software Engineering; George Mason University; Fairfax; Virginia; USA,Department of Information and Software Engineering<ORG>; George Mason University<ORG>; Fairfax<GPE>; Virginia<GPE>; USA<GPE>
8153,"Department of Information and Software Engineering, George Mason University, USA",Department of Information and Software Engineering; George Mason University; USA,Department of Information and Software Engineering<ORG>; George Mason University<ORG>; USA<GPE>
8691,"Department of Information Management, National Sun Yat-Sen University, Kaohsiung, Taiwan",Department of Information Management; National Sun Yat-Sen University; Kaohsiung; Taiwan,Department of Information Management<ORG>; National Sun Yat-Sen University<ORG>; Kaohsiung<GPE>; Taiwan<GPE>
922,"Department of Mathematics and Computer Science, Emory University, Atlanta, GA and Institute of Information Science, Academia Sinica, Taipei, Taiwan",Department of Mathematics and Computer Science; Emory University; Atlanta; GA; Institute of Information Science; Academia Sinica; Taipei; Taiwan,Department of Mathematics and Computer Science<ORG>; Emory University<ORG>; Atlanta<GPE>; GA<GPE>; Institute of Information Science<ORG>; Academia Sinica<ORG>; Taipei<GPE>; Taiwan<GPE>
530,"Department of Mathematics and Computer Science, University of Mannheim",Department of Mathematics and Computer Science; University of Mannheim,Department of Mathematics and Computer Science<ORG>; University of Mannheim<ORG>
6673,"Department of Mathematics and Computer Science, University of Marburg, 35032 Marburg, Germany",Department of Mathematics and Computer Science; University of Marburg; 35032; Marburg; Germany,Department of Mathematics and Computer Science<ORG>; University of Marburg<ORG>; 35032<CARDINAL>; Marburg<GPE>; Germany<GPE>
1037,"Department of Mathematics and CS, University of Marburg, Marburg, Germany",Department of Mathematics and CS; University of Marburg; Marburg; Germany,Department of Mathematics and CS<ORG>; University of Marburg<ORG>; Marburg<GPE>; Germany<GPE>
2046,"Department of Mechanical Engineering, Massachusetts Inst. of Technology, Cambridge, MA",Department of Mechanical Engineering; Massachusetts Inst. of Technology; Cambridge; MA,Department of Mechanical Engineering<ORG>; Massachusetts Inst. of Technology<ORG>; Cambridge<GPE>; MA<GPE>
1463,"Department of Statistics, Carnegie Mellon University, Pittsburgh, PA",Department of Statistics; Carnegie Mellon University; Pittsburgh; PA,Department of Statistics<ORG>; Carnegie Mellon University<ORG>; Pittsburgh<GPE>; PA<GPE>
8063,"Department of Statistics, Carnegie Mellon University, USA",Department of Statistics; Carnegie Mellon University; USA,Department of Statistics<ORG>; Carnegie Mellon University<ORG>; USA<GPE>
864,"Department of Statistics, The Pennsylvania State University, University Park, PA and Department of Computer Science and Engineering, The Pennsylvania State University, University Park, PA",Department of Statistics; The Pennsylvania State University; University Park; PA; Department of Computer Science and Engineering,Department of Statistics<ORG>; The Pennsylvania State University<ORG>; University Park<GPE>; PA<GPE>; Department of Computer Science and Engineering<ORG>
1769,"Department of System Engineering and Engineering Management, The Chinese Univ. of Hong Kong, Hong Kong, China",Department of System Engineering and Engineering Management; The Chinese Univ. of Hong Kong; Hong Kong; China,Department of System Engineering and Engineering Management<ORG>; The Chinese Univ. of Hong Kong<ORG>; Hong Kong<GPE>; China<GPE>
7810,"Department of Systems Engineering and Engineering Management, Chinese University of Hong Kong, Shatin, N.T., China; e-mail: yu&commat;se.cuhk.edu.hk",Department of Systems Engineering and Engineering Management; Chinese University of Hong Kong; Shatin; N.T.; China,Department of Systems Engineering and Engineering Management<ORG>; Chinese University of Hong Kong<ORG>; Shatin<GPE>; N.T.<GPE>; China<GPE>
840,"Department of Systems Engineering and Engineering Management, The Chinese Univ. of Hong Kong, Hong Kong, China",Department of Systems Engineering and Engineering Management; The Chinese Univ. of Hong Kong; Hong Kong; China,Department of Systems Engineering and Engineering Management<ORG>; The Chinese Univ. of Hong Kong<ORG>; Hong Kong<GPE>; China<GPE>
1094,"Dept of Computer Science, University of Massachusetts, Amherst, MA",University of Massachusetts; Amherst; MA,University of Massachusetts<ORG>; Amherst<GPE>; MA<GPE>
1970,"Dept of EECS, UC Berkeley",EECS; UC Berkeley,EECS<ORG>; UC Berkeley<ORG>
895,"Dept. de Computação, Inst. de Ciências Matemáticas e de Computação, Universidade de São Paulo, São Carlos, SP, Brazil",Inst. de Ciências Matemáticas e de Computação; Universidade de São Paulo; São Carlos; SP; Brazil,Inst. de Ciências Matemáticas e de Computação<ORG>; Universidade de São Paulo<ORG>; São Carlos<GPE>; SP<ORG>; Brazil<GPE>
6653,"Dept. of CIS, NJIT, NJ",CIS; NJIT; NJ,CIS<ORG>; NJIT<ORG>; NJ<GPE>
6658,"Dept. of Computer Science & Engineering, University of, Washington, Seattle, WA","Computer Science & Engineering; University of, Washington; Seattle; WA","Computer Science & Engineering<ORG>; University of, Washington<ORG>; Seattle<GPE>; WA<GPE>"
1309,"Dept. of Computer Science and Engg., I.I.T., Bombay",Dept. of Computer Science and Engg.; I.I.T.; Bombay,Dept. of Computer Science and Engg.<ORG>; I.I.T.<ORG>; Bombay<GPE>
694,"Dept. of Computer Science and Engineering, Chinese University of Hong Kong, New Territories, Hong Kong",Computer Science and Engineering; Chinese University of Hong Kong; New Territories; Hong Kong,Computer Science and Engineering<ORG>; Chinese University of Hong Kong<ORG>; New Territories<GPE>; Hong Kong<GPE>
760,"Dept. of Computer Science and Engineering, Hong Kong Univ. of Science and Technology, Clear Water Bay, Hong Kong SAR, China",Dept. of Computer Science and Engineering; Hong Kong; Univ. of Science and Technology; Clear Water Bay; Hong Kong SAR; China,Dept. of Computer Science and Engineering<ORG>; Hong Kong<GPE>; Univ. of Science and Technology<ORG>; Clear Water Bay<LOC>; Hong Kong SAR<GPE>; China<GPE>
6809,"Dept. of Computer Science and Engineering, University of California, San Diego, La Jolla, CA",Computer Science and Engineering; University of California; San Diego; La Jolla; CA,Computer Science and Engineering<ORG>; University of California<ORG>; San Diego<GPE>; La Jolla<GPE>; CA<GPE>
655,"Dept. of Computer Science, Cornell University",Cornell University,Cornell University<ORG>
1417,"Dept. of Computer Science, Duke University, Durham, NC",Duke University; Durham; NC,Duke University<ORG>; Durham<GPE>; NC<GPE>
1767,"Dept. of Computer Science, Hong Kong Univ. of Sci. & Tech., Hong Kong, China",Dept.; Hong Kong; Univ. of Sci. & Tech.; China,Dept.<ORG>; Hong Kong<GPE>; Univ. of Sci. & Tech.<ORG>; China<GPE>
1347,"Dept. of Computer Science, SUNY at Binghamton, Binghamton, NY",SUNY at Binghamton; Binghamton; NY,SUNY at Binghamton<ORG>; Binghamton<GPE>; NY<GPE>
1387,"Dept. of Computer Science, The Hong Kong Univ. of Science and Technology, Hong Kong, China",Dept.; The Hong Kong Univ. of Science and Technology; Hong Kong; China,Dept.<ORG>; The Hong Kong Univ. of Science and Technology<ORG>; Hong Kong<GPE>; China<GPE>
2179,"Dept. of Computer Science, Tufts University",Tufts University,Tufts University<ORG>
1345,"Dept. of Computer Science, U. of Illinois at Chicago, Chicago, IL",Dept. of Computer Science; U. of Illinois at; Chicago; IL,Dept. of Computer Science<ORG>; U. of Illinois at<ORG>; Chicago<GPE>; IL<GPE>
6791,"Dept. of Computer Science, UIUC",Dept. of Computer Science; UIUC,Dept. of Computer Science<ORG>; UIUC<ORG>
1415,"Dept. of Computer Science, Univ. of Illinois at Chicago, Chicago, IL",Dept. of Computer Science; Univ. of Illinois at Chicago; Chicago; IL,Dept. of Computer Science<ORG>; Univ. of Illinois at Chicago<ORG>; Chicago<GPE>; IL<GPE>
6686,"Dept. of Computer Science, Univ. of Manchester, United Kingdom",Dept.; Univ. of Manchester; United Kingdom,Dept.<ORG>; Univ. of Manchester<ORG>; United Kingdom<GPE>
6563,"Dept. of Computer Science, University of Arizona, Tucson, AZ",University of Arizona; Tucson; AZ,University of Arizona<ORG>; Tucson<GPE>; AZ<GPE>
